username,author_id,conversation_id,created_at,hashtags,mentions,like_count,quote_count,reply_count,retweet_count,retweet,reply,quote,reply_settings,source,text
HeleneThouy,1363474701436207109,1443646840424050691,2021-09-30T18:40:03.000Z,"['BumblingProgrammingDad', 'pythoncode', 'twitterdev']",,4,0,3,0,False,False,False,everyone,Twitter Web App,"This is really sad.

I am posting this tweet to check if some Python code works.  

#BumblingProgrammingDad
#pythoncode 
#twitterdev"
HeleneThouy,4827536777,1443622667962179588,2021-09-30T17:45:42.000Z,"['PPLAnimaux', 'Présidentielle2002', 'LesAnimauxComptent']",['Senat'],103,0,3,45,False,False,False,everyone,Twitter Web App,Thread (4) Nous sommes en train d'écrire l'Histoire.  #PPLAnimaux @senat #Présidentielle2002 #LesAnimauxComptent https://t.co/6OqKAU0PcN
HeleneThouy,4827536777,1443622667962179588,2021-09-30T17:11:34.000Z,"['PPLAnimaux', 'Présidentielle2002', 'LesAnimauxComptent']","['Senat', 'Senat']",151,1,5,72,False,False,False,everyone,Twitter Web App,"@Senat Thread (3) Nous avons marre des promesses, des déclarations d'intention jamais suivies d'effets. Nous devons reprendre notre pouvoir citoyen, notre souveraineté. C'est la raison de ma candidature. Rejoignez-nous !  #PPLAnimaux @senat
#Présidentielle2002 #LesAnimauxComptent https://t.co/uOuWlwq91K"
HeleneThouy,4827536777,1443622667962179588,2021-09-30T17:09:36.000Z,"['PPLAnimaux', 'Présidentielle2002', 'LesAnimauxComptent']","['Senat', 'Senat']",112,1,3,65,False,False,False,everyone,Twitter Web App,"@Senat Thread (2) Sept Français sur dix sont favorables à l'interdiction des animaux sauvages dans les cirques. Il y a un décalage abyssal entre les attentes citoyennes et la réponse politique apportée. #PPLAnimaux @senat
 #Présidentielle2002 #LesAnimauxComptent https://t.co/AqVJIQhG1o"
HeleneThouy,4827536777,1443622667962179588,2021-09-30T17:03:59.000Z,"['THREAD', 'PPLAnimaux', 'Présidentielle2002', 'LesAnimauxComptent']",['Senat'],525,10,14,219,False,False,False,everyone,Twitter Web App,"#THREAD (1) À chaque fois nous attendons des avancées pour les animaux, à chaque fois nous sommes déçus. Que constatons-nous aujourd'hui ? Un torpillage, un sabotage. #PPLAnimaux @senat 
#Présidentielle2002 #LesAnimauxComptent https://t.co/WSYad2kBXZ"
f_philippot,472412809,1444408804247023617,2021-10-02T21:07:49.000Z,,['BOROWSKIMIKE'],542,15,61,217,False,False,False,everyone,Twitter for iPhone,« Il faut bloquer le pays le plus vite possible ! » : Mon interview ce jour en manif pour @BOROWSKIMIKE ➡️ https://t.co/CDisBRCnZb
f_philippot,472412809,1444372510326366210,2021-10-02T18:43:36.000Z,['Polexit'],,3283,27,113,1184,False,False,False,everyone,Twitter for iPhone,"La Pologne qui envisage le #Polexit, la Hongrie qui refuse le chantage aux fonds européens, la Slovénie qui suspend la vaccination obligatoire : l’Est de l’Europe se rebelle et nous montre la voie de la liberté ! 
➡️ Français ne sortez pas de l’Histoire et rebellez-vous aussi !"
f_philippot,472412809,1444346373541871620,2021-10-02T16:59:44.000Z,,,889,7,82,364,False,False,False,everyone,Twitter for iPhone,"L’Australie maltraite ses habitants comme jamais, sa police est transformée en milice covidiste épouvantable : et l’épidémie explose comme jamais ! Voir ce graphe !
Tout ça pour ça ! Il faut rompre avec cette folie totale, vite ! ⤵️ https://t.co/XIeFz6ny5G"
f_philippot,472412809,1444321168295608333,2021-10-02T15:19:35.000Z,"['PassSanitaire', 'Manifs2octobre']",,1496,14,117,558,False,False,False,everyone,Twitter for iPhone,"Le #PassSanitaire est la face émergée de la guerre du mondialisme contre l’humanité, la France et les peuples ! La résistance pour cette #Manifs2octobre est là et bien là ! Et c’est phénoménal ! 🇫🇷🇫🇷🇫🇷 https://t.co/g5CgKeD2F0"
f_philippot,472412809,1444298151364636674,2021-10-02T13:48:07.000Z,['Manifs2octobre'],,2196,19,119,782,False,False,False,everyone,Twitter for iPhone,Bravo la France ! 🇫🇷🇫🇷🇫🇷 #Manifs2octobre https://t.co/ufym1HMOO8
f_philippot,472412809,1444285926092517381,2021-10-02T12:59:32.000Z,['Manifs2octobre'],,2884,38,208,1014,False,False,False,everyone,Twitter for iPhone,Du monde à perte de vue pour #Manifs2octobre !!! Liberté ! France souveraine ! 🇫🇷🇫🇷🇫🇷 https://t.co/DJoiwfGTGy
f_philippot,472412809,1444281612624179206,2021-10-02T12:42:24.000Z,['PassSanitaire'],,2279,26,147,878,False,False,False,everyone,Twitter for iPhone,"Essoufflement ? 😂 Macron et Véran savent la vérité : le blocage général du pays arrive !
Le combat anti #PassSanitaire est la face émergée du combat anti-mondialiste ! Pour les peuples, la vie, la liberté ! 🇫🇷🇫🇷🇫🇷 https://t.co/UEmB04o3fs"
f_philippot,472412809,1444276756337332226,2021-10-02T12:23:06.000Z,['Manifs2octobre'],,3532,40,203,1331,False,False,False,everyone,Twitter for iPhone,"La foule afflue pour cette #Manifs2octobre ! Et ça ne cesse d’arriver ! Énorme !
Le peuple français a en sa dose des Véran, Macron et autres oligarques ! Libération nationale ! 🇫🇷🇫🇷🇫🇷 https://t.co/fjRzCkel3Z"
f_philippot,472412809,1444265071329353728,2021-10-02T11:36:40.000Z,['PassSanitaire'],,921,8,56,396,False,False,False,everyone,Twitter for iPhone,"Appel à la grève générale en Italie le 11
octobre ! « Contre le #PassSanitaire, pour un mouvement de résistance nationale de tous les travailleurs et travailleuses » ! 
Voilà un discours qu’on aimerait entendre dans la bouche des syndicats français ! ⤵️ https://t.co/aEtijgrbNE"
f_philippot,472412809,1444261892172693512,2021-10-02T11:24:02.000Z,,,913,20,41,437,False,False,False,everyone,Twitter for iPhone,"En Australie, la dérive tyrannique d’une police covidiste aux ordres continue et les grands médias relaient docilement : « Tolérance zéro » pour les manifestants de la liberté !
Mais le peuple s’est réveillé, et une fois réveillé il est invincible ! ⤵️ https://t.co/W4ypMgcBwy"
philippejuvin,11911322,1444365574272921600,2021-10-02T18:16:02.000Z,['LaMatinaleWE'],"['CNEWSLesOFF', 'philippejuvin', 'JP_Elkabbach']",0,0,0,11,True,False,False,everyone,Twitter for iPhone,"RT @CNEWSLesOFF: 🔵L'INTERVIEW DU WEEK-END À 8H40 dans #LaMatinaleWE

@philippejuvin sera l'invité de @JP_Elkabbach ce dimanche 3 octobre…"
philippejuvin,11911322,1443979636422189102,2021-10-01T16:42:27.000Z,,['US_FDA'],91,5,18,44,False,False,False,everyone,Twitter for iPad,"La fin du tunnel ?

Selon Merck, l’antiviral Molnupiravir réduirait de 50% le risque d’hospitalisation ET DE MORT !

De +, ce médicament se prend par oral et est insensible aux variants. 

A tel point que @US_FDA⁩ envisage une autorisation d’urgence. https://t.co/O5gI39ehph"
philippejuvin,11911322,1443904701884477441,2021-10-01T11:44:42.000Z,,"['LegrouxVincent', 'sedatif', 'GalloisSandrine']",34,2,0,4,False,False,False,everyone,Twitter for iPhone,"Merci à @LegrouxVincent pour son amitié et nos riches échanges dans le Nord. A très vite! 

Avec le collectif Santé en danger @sedatif et @GalloisSandrine https://t.co/sePMeBvFHP"
philippejuvin,11911322,1443819132777123841,2021-10-01T06:04:40.000Z,['Lille'],"['BastienDauphin', 'philippejuvin', 'LRepublicains59']",0,0,0,16,True,False,False,everyone,Twitter for iPhone,RT @BastienDauphin: Un plaisir d’accueillir @philippejuvin à #Lille ce soir avec les militants @LRepublicains59. Des échanges riches et sti…
philippejuvin,11911322,1443808811303809064,2021-10-01T05:23:39.000Z,,['NicolasSarkozy'],0,0,0,900,True,False,False,everyone,Twitter for iPhone,RT @NicolasSarkozy: https://t.co/H3O9kAyoGF
philippejuvin,11911322,1443698148787036164,2021-09-30T22:03:55.000Z,,"['JeanMassiet', 'Backseat_fr', 'philippejuvin']",0,0,0,16,True,False,False,everyone,Twitter for iPhone,"RT @JeanMassiet: sur @Backseat_fr on sait recevoir les candidats à la présidentielle

GG @philippejuvin pour la victoire sur le fil du raso…"
philippejuvin,1363474701436207109,1443646840424050691,2021-09-30T18:40:03.000Z,"['BumblingProgrammingDad', 'pythoncode', 'twitterdev']",,4,0,3,0,False,False,False,everyone,Twitter Web App,"This is really sad.

I am posting this tweet to check if some Python code works.  

#BumblingProgrammingDad
#pythoncode 
#twitterdev"
philippejuvin,11911322,1443620520210149380,2021-09-30T16:55:27.000Z,['stream'],"['JeanMassiet', 'Backseat_fr']",32,4,3,10,False,False,False,everyone,Twitter for iPhone,"Hâte de découvrir le #stream avec @JeanMassiet ce soir à 21h sur @Backseat_fr !

Promis, je ne parlerai pas (que) de variants !

 ⬇️ https://t.co/eJkqaO5kOl"
philippejuvin,11911322,1443340813740744706,2021-09-29T22:24:00.000Z,,"['Backseat_fr', 'philippejuvin']",0,0,0,25,True,False,False,everyone,Twitter for iPad,"RT @Backseat_fr: Demain soir, en deuxième partie d'émission, nous aurons le plaisir de recevoir @philippejuvin, candidat à l'investiture de…"
philippejuvin,11911322,1443308091089510404,2021-09-29T20:13:58.000Z,,"['LRepublicains59', 'SebastienHuyghe']",48,2,4,12,False,False,False,everyone,Twitter for Android,A la rencontre des militants @LRepublicains59 pour leur présenter mon projet pour la France. Je ne me résous pas à voir notre pays tomber. Il y a des solutions et nous les mettrons en œuvre. Merci aux militants pour leur amitié et à @SebastienHuyghe pour sa redoutable efficacité. https://t.co/4Hi6g9wQ8t
MartinRocca12,1354886267343925250,1444225829614014466,2021-10-02T09:00:44.000Z,,"['LesEngagesMvt', 'sarahelhairy']",3,0,0,2,False,False,True,everyone,Twitter for iPhone,Elle est là la jeunesse qui s’engage. @LesEngagesMvt @sarahelhairy https://t.co/b90EeAm7Xc
MartinRocca12,1354886267343925250,1444225299718328324,2021-10-02T08:58:38.000Z,['constituante2022'],,0,0,0,1,False,False,True,everyone,Twitter for iPhone,"Indépendant oui, mais avec l’étiquette #constituante2022 ! https://t.co/W5P0lE3gEc"
MartinRocca12,1363474701436207109,1443646840424050691,2021-09-30T18:40:03.000Z,"['BumblingProgrammingDad', 'pythoncode', 'twitterdev']",,4,0,3,0,False,False,False,everyone,Twitter Web App,"This is really sad.

I am posting this tweet to check if some Python code works.  

#BumblingProgrammingDad
#pythoncode 
#twitterdev"
MartinRocca12,263744389,1443159480334798849,2021-09-29T10:23:27.000Z,['twitterDev'],,1,0,0,0,False,False,False,everyone,Twitter Web App,"Excited to be working on my pet project again.

Spoiler: all of you, my Twitter friends, will have fun using it😉

Teasers &amp; sneak peeks are here to come but a bit later 🤞

#twitterDev"
MartinRocca12,44820785,1442644247803416579,2021-09-28T00:16:06.000Z,"['TwitterDev', 'TwitterApi', 'TelegramTips']",,1,0,0,0,False,False,True,everyone,Twitter for Android,"#TwitterDev #TwitterApi #TelegramTips
Oauth1 dengan telegram bot

https://t.co/tMJeGeXpcU https://t.co/XKxPgoLE17"
ECiotti,87886754,1444417313395167232,2021-10-02T21:41:38.000Z,,['EricNaulleau'],189,4,30,74,False,False,False,everyone,Twitter for iPhone,"Soutien à @EricNaulleau menacé par Yassine Belattar 

« prof d’histoire géo » référence odieuse et inacceptable au martyr Samuel Paty 

Cet ancien conseiller du Président Macron aux liens avec l’islamisme doit être condamné une bonne fois pour toute. Il est dangereux. https://t.co/gPAk5J1vW5"
ECiotti,87886754,1444372828778811395,2021-10-02T18:44:52.000Z,,,18,0,2,4,False,False,False,everyone,Twitter for Android,"Cette tragédie démontre la cohésion, l’esprit de soutien et d’entraide des montagnards des Alpes-Maritimes, leur résistance à l’adversité et leur aptitude à se relever. https://t.co/0Yp8EKfSzP"
ECiotti,87886754,1444371724426956810,2021-10-02T18:40:28.000Z,,,23,0,1,5,False,False,False,everyone,Twitter for Android,"Je pense aux disparus et leurs proches endeuillés, à tous les sinistrés témoins de cette nuit d’horreur, à toutes ces femmes et hommes qui ont uni leurs force pour éviter que le bilan ne soit encore plus lourd. https://t.co/BC7fleoWJy"
ECiotti,87886754,1444370218260877312,2021-10-02T18:34:29.000Z,,,40,0,1,13,False,False,False,everyone,Twitter for Android,"Il y a des anniversaires que l’on ne voudrait jamais voir survenir. Nous avons perdu il y a un an deux sapeurs-pompiers, deux héros, dont le sens de l’engagement était de sauver la vie des autres. À jamais dans nos mémoires. https://t.co/dyktHrwDu4"
ECiotti,87886754,1444367821811634185,2021-10-02T18:24:58.000Z,,,29,0,3,7,False,False,False,everyone,Twitter for Android,"Dévoilement de la plaque à St Martin Vésubie, en hommage aux victimes et sinistrés de la tempête Alex. Un an plus tard, l’émotion à l'évocation des victimes est toujours aussi présente : 18 personnes au total ont perdu la vie il y a un an. Je pense à leur famille et à leurs amis. https://t.co/LHtQDxfu3P"
ECiotti,87886754,1444364829972738051,2021-10-02T18:13:05.000Z,,"['ca_ginesy', 'cestrosi']",26,1,2,2,False,False,False,everyone,Twitter for Android,"Messe célébrée par Monseigneur Marceau et le Père Appiano, en hommage aux victimes et sinistrés de la vallée de St Martin Vésubie, aux côtés de @ca_ginesy, @cestrosi, du préfet Bernard Gonzalez et du préfet délégué à la reconstruction des vallées Xavier Pelletier. https://t.co/jmhNLuNzbk"
ECiotti,87886754,1444323356925480960,2021-10-02T15:28:17.000Z,,,86,1,2,25,False,False,False,everyone,Twitter for Android,"Reconnaissance et respect lors de l’hommage aux Commandants Bruno Kohlhuber et au sapeur Loïc Millo, disparus en mission lors de la tempête Alex il y a un an, avec le maire Martine Marengo-Ferrier et le Père Appiano à la Bollène-Vésubie. https://t.co/86zmxwF0CC"
ECiotti,87886754,1444303704069394432,2021-10-02T14:10:11.000Z,,,408,15,85,110,False,False,True,everyone,Twitter for iPhone,"Attaque déplacée et indécente contre l’un de nos plus grands entrepreneurs. Vincent Bolloré fait honneur à la France.

Pour les idéologues de la pensée unique la pluralité d’opinion n’est acceptable que lorsque elle va dans leur sens ! https://t.co/HLYKq3HLyA"
ECiotti,87886754,1444301905069543439,2021-10-02T14:03:02.000Z,,['sdis_06'],32,0,0,5,False,False,False,everyone,Twitter for Android,"Loïc Millo, enfant de la vallée, avait 31 ans. Il était sapeur-pompier volontaire au centre d’incendie et de secours de St Martin Vésubie depuis 2018 et vouait un engagement extrême au sein du @sdis_06. 

Mes pensées vont à sa famille et à ses proches. https://t.co/3xxEtoVDnI"
ECiotti,87886754,1444301335902531594,2021-10-02T14:00:46.000Z,,,25,0,0,11,False,False,False,everyone,Twitter for Android,"Immense émotion à Venanson lors de la cérémonie commémorative en hommage à Loïc Millo aux côtés du maire Loetitia Loré. 

Nous pleurons la perte de ce héros parti trop tôt, dont l’engagement était de sauver la vie des autres. Nous ne l’oublierons jamais. https://t.co/HDq91gaX0u"
MichelBarnier,17487476,1444317103742459907,2021-10-02T15:03:26.000Z,,"['lesRepublicains', 'BFMTV']",200,2,13,79,False,False,False,everyone,Twitter for iPhone,"« Les militants, les adhérents @lesRepublicains doivent être respectés » @BFMTV https://t.co/1Is9H10Dx3"
MichelBarnier,17487476,1444285182186512384,2021-10-02T12:56:35.000Z,,"['BFMTV', 'MichelBarnier']",0,0,0,70,True,False,False,everyone,Twitter for iPhone,"RT @BFMTV: Michel Barnier (@MichelBarnier) sur la pêche: ""Les Britanniques se comportent comme des flibustiers"" https://t.co/Md3e8wPtBP"
MichelBarnier,17487476,1444285016251539458,2021-10-02T12:55:56.000Z,,"['BFMTV', 'MichelBarnier']",0,0,0,75,True,False,False,everyone,Twitter for iPhone,"RT @BFMTV: Michel Barnier (@MichelBarnier): ""J'ai fait du respect le mot-clé de la campagne que je vais engager"" https://t.co/wmNAZKbDZS"
MichelBarnier,17487476,1443916121401401368,2021-10-01T12:30:04.000Z,,['CarlosdeAmberes'],146,2,4,53,False,False,False,everyone,Twitter for iPhone,"Merci à Miguel Angel Aguilar et à la Fondation @CarlosdeAmberes pour son accueil à Madrid. La proximité, la culture, l’histoire, notre sécurité commune, la Méditerranée…tout justifie une coopération plus étroite entre l’Espagne et la France. https://t.co/ksbEfTa8Nw"
MichelBarnier,17487476,1443897004749426688,2021-10-01T11:14:06.000Z,['Brexit'],['CasaReal'],392,9,14,127,False,False,False,everyone,Twitter for iPhone,"Honoré d’être reçu ce matin à Madrid par le Roi Felipe VI et d’évoquer les leçons du #Brexit et les défis que l’Espagne, la France et tous les pays européens doivent affronter et relever ensemble. @CasaReal https://t.co/TMOj6kLKdi"
MichelBarnier,1363474701436207109,1443646840424050691,2021-09-30T18:40:03.000Z,"['BumblingProgrammingDad', 'pythoncode', 'twitterdev']",,4,0,3,0,False,False,False,everyone,Twitter Web App,"This is really sad.

I am posting this tweet to check if some Python code works.  

#BumblingProgrammingDad
#pythoncode 
#twitterdev"
MichelBarnier,17487476,1443551505466986496,2021-09-30T12:21:13.000Z,,,466,19,44,116,False,False,False,everyone,Twitter for iPhone,"Nicolas Sarkozy m’a toujours fait confiance. J’ai été heureux et fier d’être l’un de ses ministres. Je suis l’un de ses amis. Aujourd’hui, je lui redis mon amitié et mon soutien."
MichelBarnier,17487476,1443245032077725703,2021-09-29T16:03:24.000Z,,"['BorisJohnson', 'ChathamHouse', 'BBCWorld']",805,10,35,207,False,False,False,everyone,Twitter for iPhone,"La confiance est fragilisée entre le Royaume-Uni et les européens, notamment la France. Paix en Irlande, accès aux zones de pêche .. @BorisJohnson doit respecter la signature de son pays . Rien de plus ! Merci à @ChathamHouse pour son accueil et à @BBCWorld pour ses questions ! https://t.co/zd2Y1pfJR1"
MichelBarnier,263744389,1443159480334798849,2021-09-29T10:23:27.000Z,['twitterDev'],,1,0,0,0,False,False,False,everyone,Twitter Web App,"Excited to be working on my pet project again.

Spoiler: all of you, my Twitter friends, will have fun using it😉

Teasers &amp; sneak peeks are here to come but a bit later 🤞

#twitterDev"
MichelBarnier,17487476,1442858253243887620,2021-09-28T14:26:29.000Z,['Brexit'],['LSEnews'],365,12,33,108,False,False,False,everyone,Twitter for iPhone,"À Londres pour la sortie en anglais de mon journal du #Brexit. Heureux de dialoguer avec 1000 auditeurs et étudiants de @LSEnews. Dans chacun de nos pays, nous n’avons pas fini de tirer les leçons du Brexit…
Merci à Minouche Shafik et Kevin Featherstone pour leur accueil. https://t.co/8XCNcwC7Tq"
DenisPayre,573718530,1444405833836662792,2021-10-02T20:56:01.000Z,,['LaVieHebdo'],0,0,0,5,True,False,False,everyone,Twitter for iPhone,"RT @LaVieHebdo: [L'édito] ""Éric Zemmour, 'polémiste' presque candidat n’a plus rien à faire pour se rendre omniprésent. Jusqu’à l’écœuremen…"
DenisPayre,573718530,1444352770128109570,2021-10-02T17:25:09.000Z,,,93,2,3,44,False,False,False,everyone,Twitter Web App,Mon message sur l'explosion de la dépense publique https://t.co/jcbt7ZGoIp
DenisPayre,573718530,1444352382419279880,2021-10-02T17:23:37.000Z,,,32,1,0,8,False,False,False,everyone,Twitter Web App,Le coût de nos services publics doit baisser https://t.co/mT33w8gos9
DenisPayre,573718530,1444334247783931914,2021-10-02T16:11:33.000Z,,['BrunoGrandjean'],0,0,0,2,True,False,False,everyone,Twitter for iPhone,RT @BrunoGrandjean: Formidable projet des années 70 au design impressionnant. En espérant que l’industrie française renoue avec la modernit…
DenisPayre,573718530,1444334065159708681,2021-10-02T16:10:50.000Z,,,20,0,1,6,False,False,True,everyone,Twitter for iPhone,Merci à Ethic pour ce message de soutien. https://t.co/oTO8DyBfr8
DenisPayre,573718530,1444294885452959747,2021-10-02T13:35:09.000Z,,,22,0,0,9,False,False,True,everyone,Twitter for iPhone,Merci à L’Echo grand quotidien économique Belge pour cet entretien. L’information sur la vie politique française passe aussi (parfois mieux?) par nos voisins francophones. https://t.co/zypZ3HhfUA
DenisPayre,573718530,1444270945619808260,2021-10-02T12:00:01.000Z,,"['Jesberger', 'DenisPayre', 'Entreprendre']",0,0,0,5,True,False,False,everyone,Twitter for iPhone,"RT @Jesberger: @DenisPayre @Entreprendre Sans une candidature aussi crédible et charpentée que celle de Denis Payre, les LR pris entre Zemm…"
DenisPayre,573718530,1444207676565622787,2021-10-02T07:48:36.000Z,,['Entreprendre'],44,4,6,18,False,False,False,everyone,Twitter for iPhone,Indiscrétion Entreprendre : Denis Payre a rencontré Christian Jacob sans obtenir de garanties https://t.co/zeDgxOmjkx via @Entreprendre
DenisPayre,573718530,1444202753543348225,2021-10-02T07:29:03.000Z,,,31,0,4,8,False,False,True,everyone,Twitter for iPhone,Bravo pour cette mise au point importante. https://t.co/AO9C6hUtNA
DenisPayre,573718530,1444186357820280834,2021-10-02T06:23:54.000Z,,,26,1,3,13,False,False,True,everyone,Twitter for iPhone,"La passivité de la France et de l’Europe devant cette situation est inacceptable. Nous sommes des clients importants de la Chine, nous avons des leviers d’action. Et nos industries subissent une forte concurrence déloyale. Non à la prime aux exploiteurs. https://t.co/OrGKtOtOv9"
SLeFoll,415498269,1444224591249936390,2021-10-02T08:55:49.000Z,['JDCJDR'],['BriceTeinturier'],55,3,14,15,False,False,False,everyone,Twitter for iPhone,".@BriceTeinturier est-il grognon? 🤔
Ce qu’il analyse aujourd’hui c’est ce que je dis depuis des semaines. 
#JDCJDR 
⤵️
https://t.co/AQ3Aonq5Si"
SLeFoll,415498269,1444016540576321581,2021-10-01T19:09:06.000Z,,['publicsenat'],0,0,0,36,True,False,False,everyone,Twitter for iPhone,RT @publicsenat: Stéphane Le Foll maintient sa candidature face à Anne Hidalgo https://t.co/n4LOQtNi3I
SLeFoll,415498269,1444016510498918401,2021-10-01T19:08:59.000Z,,['publicsenat'],0,0,0,38,True,False,False,everyone,Twitter for iPhone,"RT @publicsenat: ""Quand vous êtes en bio, vous avez des pertes de rendement entre 40 ou 70% en production, donc pour arriver à dégager un r…"
SLeFoll,415498269,1444016474172137472,2021-10-01T19:08:50.000Z,,['publicsenat'],0,0,0,44,True,False,False,everyone,Twitter for iPhone,"RT @publicsenat: Pouvoir d'achat : ""Ce qui va arriver est extrêmement important, avec un risque social extrêmement lourd. On ne mesure pas…"
SLeFoll,415498269,1443971608805351448,2021-10-01T16:10:33.000Z,,['publicsenat'],0,0,0,47,True,False,False,everyone,Twitter for iPhone,"RT @publicsenat: Vote des militants PS : ""Je vais maintenir cette candidature, par principe. J'attends le programme d'Anne Hidalgo, il y a…"
SLeFoll,415498269,1443971521932939265,2021-10-01T16:10:13.000Z,['ExtraLocal'],"['Ripamontialbert', 'SLeFoll', 'Anne_Hidalgo', 'publicsenat', 'territoirestv1']",0,0,0,25,True,False,False,everyone,Twitter for iPhone,RT @Ripamontialbert: .@SLeFoll maintient sa candidature face à  @Anne_Hidalgo #ExtraLocal @publicsenat @territoirestv1  https://t.co/3VEmr7…
SLeFoll,415498269,1443915904132259856,2021-10-01T12:29:12.000Z,,['publicsenat'],25,0,0,19,False,False,True,everyone,Twitter for iPhone,Rdv ce soir sur @publicsenat à 18h https://t.co/9xLjh0tWE5
SLeFoll,415498269,1443654224240422918,2021-09-30T19:09:23.000Z,['ExtraLocal'],"['PublicsenatPro', 'SLeFoll']",0,0,0,7,True,False,False,everyone,Twitter for iPhone,"RT @PublicsenatPro: 🔵 Demain à 18h, ne manquez pas #ExtraLocal, l'émission politique présentée par Marie Brette ! 

Avec : 
👉 @SLeFoll, Mai…"
SLeFoll,1363474701436207109,1443646840424050691,2021-09-30T18:40:03.000Z,"['BumblingProgrammingDad', 'pythoncode', 'twitterdev']",,4,0,3,0,False,False,False,everyone,Twitter Web App,"This is really sad.

I am posting this tweet to check if some Python code works.  

#BumblingProgrammingDad
#pythoncode 
#twitterdev"
SLeFoll,415498269,1443613108992364550,2021-09-30T16:26:00.000Z,"['Mans', 'Présidentielle2022']","['tv7_sudouest', 'SLeFoll', 'SotaXavier']",0,0,0,8,True,False,False,everyone,Twitter for iPhone,"RT @tv7_sudouest: 🔴 Maire du #Mans et candidat potentiel à la #Présidentielle2022, @SLeFoll est l’invité de @SotaXavier dans #LaGrandeÉditi…"
montebourg,69255422,1443905534348992512,2021-10-01T11:48:00.000Z,,,310,20,52,142,False,False,False,everyone,Twitter Media Studio,"Face à l'envolée des prix du gaz et de l'électricité je défends : 
➡️le blocage des prix
↘️la TVA réduite à 5,5% au lieu de 20%
↗️l'augmentation des salaires inférieurs à 2 000€ net/mois avec + 10% sur le SMIC et négociations par branche sur le reste de l'échelle des salaires https://t.co/2S8dSpmLrt"
montebourg,69255422,1443904283288739856,2021-10-01T11:43:02.000Z,['TouchePasMonPrénom'],"['JeunespourAM', 'montebourg']",0,0,0,92,True,False,False,everyone,Twitter for iPhone,"RT @JeunespourAM: L'interview Made in France 🇫🇷 de @montebourg

Et toi ? C'est quoi ton prénom Made in France ? #TouchePasMonPrénom

#LaRem…"
montebourg,1363474701436207109,1443646840424050691,2021-09-30T18:40:03.000Z,"['BumblingProgrammingDad', 'pythoncode', 'twitterdev']",,4,0,3,0,False,False,False,everyone,Twitter Web App,"This is really sad.

I am posting this tweet to check if some Python code works.  

#BumblingProgrammingDad
#pythoncode 
#twitterdev"
montebourg,69255422,1443642660602920962,2021-09-30T18:23:26.000Z,"['LaRemontada', 'Presidentielle2022']","['RTLFrance', 'VenturaAlba']",79,3,8,42,False,False,False,everyone,Twitter Web App,"Je vous donne rendez-vous demain vendredi matin à 7h43 sur @RTLFrance pour répondre aux questions d'@VenturaAlba 
A suivre en direct ou en replay ici :
https://t.co/9cdhDSXPuy
#LaRemontada 
#Presidentielle2022 https://t.co/EO5x53o6vn"
montebourg,69255422,1443636860945846274,2021-09-30T18:00:23.000Z,['LaRemontada'],,129,2,9,42,False,False,False,everyone,Iconosquare.com,"Mon déplacement en Haute-Garonne s’est terminé à Labarthe-sur-Lèze, dans la belle entreprise française SNDC - Ecoclim, bijou industriel et économique qui innove et transforme le secteur de la climatisation. #LaRemontada https://t.co/qyWcyRyP27"
montebourg,69255422,1443599288370610179,2021-09-30T15:31:05.000Z,['LaRemontada'],['PaulCassia1'],220,7,8,112,False,False,False,everyone,Iconosquare.com,"Nationalisation des autoroutes pour un euro : voilà le mode d'emploi du professeur de droit @PaulCassia1 !

#LaRemontada https://t.co/dooDPbLMzK"
montebourg,69255422,1443563817498185728,2021-09-30T13:10:08.000Z,['LaRemontada'],['ladepechedumidi'],81,2,10,29,False,False,False,everyone,Iconosquare.com,"📰 Je réponds aux questions des lecteurs de @ladepechedumidi.

Une étudiante, une retraitée, un chef d'entreprise, un demandeur d'emploi, les profils sont variés et les questions percutantes. Merci ! C'est tous ensemble que nous ferons #LaRemontada. https://t.co/b3Zr49ckwS"
montebourg,69255422,1443550947062472711,2021-09-30T12:19:00.000Z,['LaRemontada'],,112,2,6,37,False,False,False,everyone,Twitter Web App,"Les élus locaux sont au cœur de #LaRemontada et de la transformation de notre pays. Maires, Conseillers régionaux et départementaux, adjoints : j’ai voulu rencontrer ces piliers de la République à Muret (31). https://t.co/6fl1DAkLyt"
montebourg,69255422,1443509643251159040,2021-09-30T09:34:52.000Z,"['LaRemontada', 'Presidentielle2022']",,129,1,13,46,False,False,False,everyone,Twitter Web App,"Nous faisons le tour de la France des sous-préfectures pour y organiser des Forums Improvisés, moments d’échanges et de réflexion collective autour de #LaRemontada.
Merci aux habitants de Carbonne d’être venus en nombre ce matin pour y participer.
#Presidentielle2022 https://t.co/7AbdIf5xvU"
montebourg,69255422,1443507649006477313,2021-09-30T09:26:57.000Z,,,105,2,1,41,False,False,False,everyone,Twitter Web App,"Sur le marché de Carbonne en Haute-Garonne, je vais à la rencontre des habitants et des producteurs.
Merci à mon ami Gérard Roujas, ancien Sénateur, et à Denis Turrel, Maire, pour leur accueil. https://t.co/NqXMzXe7zZ"
Cau_Marie_,1265168297236062208,1441391579424505856,2021-10-02T17:44:38.000Z,,"['PaulEtH08790103', 'E_Badinter']",0,0,0,0,False,False,False,everyone,Twitter Web App,@PaulEtH08790103 @E_Badinter c'est une déception pour moi
